,Unnamed: 0,age,age_num,marital status,workinghours,workinghours_num,education,education_num,workclass,occupation,race,sex,income
19099,10717,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Legal Services,White alone,Male,high
19100,5556,Older than 70,7,Married,Less than 20,1,Bachelor Degree,8,self employed,Sales,White alone,Male,high
19101,21638,50-59,5,Married,40-49,3,Bachelor Degree,8,governmental,Education,Black or African American alone,Female,low
19102,11050,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Female,high
19103,17661,60-69,6,Married,More than 50,4,Bachelor Degree,8,private,Management/Business,White alone,Male,high
19104,14588,25-29,2,Separated,40-49,3,"Started College, No Diploma",6,private,Sales,Black or African American alone,Male,low
19105,745,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
19106,14036,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,Black or African American alone,Female,low
19107,4693,25-29,2,Never married,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,Black or African American alone,Male,low
19109,20492,50-59,5,Married,40-49,3,High School or GED Diploma,5,self employed,Management/Business,White alone,Male,low
19110,13493,Older than 70,7,Married,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
19111,10769,50-59,5,Never married,20-39,2,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
19112,21035,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Female,low
19113,18632,60-69,6,Married,More than 50,4,"Started College, No Diploma",6,private,Transport,White alone,Male,high
19114,454,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Transport,White alone,Female,low
19115,12627,50-59,5,Never married,40-49,3,Associate Degree,7,private,Production/Assembly,White alone,Male,high
19116,8698,40-49,4,Married,More than 50,4,Associate Degree,7,private,Repair/Maintenance,White alone,Male,high
19117,5016,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,low
19118,22197,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,private,Management/Business,Black or African American alone,Female,low
19119,8632,Younger than 25,1,Never married,20-39,2,"Started High School, No Diploma",4,private,Sales,White alone,Female,low
19120,11442,50-59,5,Married,40-49,3,"Started College, No Diploma",6,governmental,"Science, Engineering, Technology",Black or African American alone,Female,high
19121,20790,50-59,5,Never married,40-49,3,Bachelor Degree,8,governmental,Office/Administrative Support,White alone,Male,low
19122,18211,30-39,3,Separated,40-49,3,Associate Degree,7,private,Repair/Maintenance,White alone,Male,high
19123,7634,30-39,3,Separated,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,high
19124,8302,50-59,5,Married,40-49,3,High School or GED Diploma,5,self employed,Repair/Maintenance,White alone,Male,low
19125,21044,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Female,low
19126,20269,50-59,5,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,high
19127,21271,Younger than 25,1,Never married,20-39,2,Bachelor Degree,8,private,Production/Assembly,White alone,Male,low
19128,1745,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Entertainment,White alone,Female,low
19129,15197,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Female,low
19130,15113,30-39,3,Married,Less than 20,1,Associate Degree,7,governmental,Education,White alone,Female,low
19131,13258,40-49,4,Never married,40-49,3,Doctorate Degree,10,private,Education,White alone,Male,high
19132,2447,30-39,3,Never married,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,White alone,Male,low
19133,20238,40-49,4,Married,Less than 20,1,Associate Degree,7,private,Office/Administrative Support,White alone,Female,low
19134,11290,40-49,4,Married,More than 50,4,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
19135,17631,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
19136,16760,40-49,4,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,self employed,Management/Business,White alone,Male,high
19137,19024,Older than 70,7,Married,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Male,high
19138,15567,50-59,5,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Legal Services,White alone,Male,high
19140,21643,30-39,3,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
19141,22257,30-39,3,Never married,20-39,2,Master or other Degree Beyond Bachelor,9,governmental,Management/Business,White alone,Female,low
19142,18562,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Male,low
19143,6032,50-59,5,Married,20-39,2,Associate Degree,7,self employed,Service/Hospitality,White alone,Female,low
19144,5701,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Education,White alone,Female,low
19146,11720,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
19147,418,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
19148,8475,25-29,2,Married,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,White alone,Male,low
19149,7922,25-29,2,Never married,20-39,2,Bachelor Degree,8,private,Construction/Extraction,White alone,Male,low
19150,3550,60-69,6,Separated,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Female,low
19151,17255,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Transport,Black or African American alone,Male,low
19152,2145,60-69,6,Married,40-49,3,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,low
19153,19835,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,self employed,Management/Business,White alone,Male,low
19154,16738,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
19155,20619,40-49,4,Married,More than 50,4,Bachelor Degree,8,private,Management/Business,White alone,Male,high
19157,10554,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,high
19158,19186,60-69,6,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
19159,19253,40-49,4,Married,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
19160,11372,30-39,3,Separated,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,high
19161,13453,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,high
19163,13947,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,high
19164,9332,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
19165,5565,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,low
19166,15824,50-59,5,Married,40-49,3,Associate Degree,7,private,Construction/Extraction,White alone,Male,low
19167,9935,Younger than 25,1,Never married,40-49,3,"Started High School, No Diploma",4,private,Transport,White alone,Male,low
19168,14735,30-39,3,Married,Less than 20,1,"Started College, No Diploma",6,governmental,Management/Business,White alone,Female,low
19169,4554,60-69,6,Married,More than 50,4,Associate Degree,7,private,Healthcare/Medical Services,White alone,Male,high
19170,9825,30-39,3,Married,40-49,3,Associate Degree,7,private,Office/Administrative Support,White alone,Female,low
19171,9830,40-49,4,Never married,40-49,3,Associate Degree,7,governmental,"Science, Engineering, Technology",Black or African American alone,Female,high
19172,6072,40-49,4,Married,40-49,3,Associate Degree,7,private,Construction/Extraction,White alone,Male,high
19173,3735,Younger than 25,1,Married,Less than 20,1,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
19174,16759,30-39,3,Separated,Less than 20,1,"Started College, No Diploma",6,private,Sales,Black or African American alone,Female,low
19175,13171,40-49,4,Married,More than 50,4,Bachelor Degree,8,private,Management/Business,White alone,Female,high
19176,12979,30-39,3,Married,More than 50,4,"Started High School, No Diploma",4,private,Transport,White alone,Male,low
19177,16154,50-59,5,Married,40-49,3,Associate Degree,7,private,Management/Business,White alone,Female,high
19178,14211,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,Black or African American alone,Female,low
19179,15051,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Sales,White alone,Male,low
19180,12143,40-49,4,Married,More than 50,4,"Started College, No Diploma",6,private,Transport,White alone,Male,high
19181,8174,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
19182,12605,Older than 70,7,Married,More than 50,4,"Started High School, No Diploma",4,self employed,Sales,White alone,Male,low
19183,17552,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Counseling/Mental Health Services,White alone,Female,low
19184,1368,30-39,3,Married,More than 50,4,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
19185,18286,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,"Science, Engineering, Technology",White alone,Female,high
19186,17014,Younger than 25,1,Never married,More than 50,4,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Male,low
19187,16317,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Repair/Maintenance,Black or African American alone,Male,low
19188,21729,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
19189,11400,60-69,6,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Female,high
19191,7938,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,high
19192,176,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Female,low
19193,11822,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
19195,19513,60-69,6,Married,Less than 20,1,"Started College, No Diploma",6,self employed,Management/Business,White alone,Male,low
19196,7413,50-59,5,Married,More than 50,4,High School or GED Diploma,5,self employed,Service/Hospitality,White alone,Male,high
19197,14196,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Education,Black or African American alone,Female,low
19198,21922,40-49,4,Separated,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
19199,13042,25-29,2,Married,40-49,3,High School or GED Diploma,5,governmental,Production/Assembly,Black or African American alone,Male,low
19200,3786,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,private,Management/Business,White alone,Male,high
19201,17934,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,"Science, Engineering, Technology",White alone,Male,high
19202,2133,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,Black or African American alone,Male,high
19203,8317,40-49,4,Married,40-49,3,Associate Degree,7,private,Transport,White alone,Male,high
19204,3366,30-39,3,Separated,More than 50,4,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
19205,17983,30-39,3,Never married,More than 50,4,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
19206,19938,25-29,2,Never married,40-49,3,Bachelor Degree,8,private,Entertainment,White alone,Female,high
19207,9694,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,high
19208,12354,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Male,low
19209,5748,50-59,5,Separated,40-49,3,"Started High School, No Diploma",4,private,Construction/Extraction,White alone,Male,low
19210,2509,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
19211,16932,30-39,3,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
19212,18823,Younger than 25,1,Separated,More than 50,4,"Started College, No Diploma",6,private,Management/Business,White alone,Female,low
19213,4530,30-39,3,Married,20-39,2,Bachelor Degree,8,self employed,Management/Business,White alone,Female,high
19214,17800,40-49,4,Married,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,Black or African American alone,Female,low
19215,5260,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Healthcare/Medical Services,White alone,Female,low
19216,13597,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Management/Business,White alone,Female,high
19217,14843,40-49,4,Married,40-49,3,Bachelor Degree,8,governmental,Military Services,White alone,Male,high
19218,14580,30-39,3,Married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
19219,13456,30-39,3,Never married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
19220,17799,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,low
19221,21583,50-59,5,Separated,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
19222,15437,Younger than 25,1,Never married,Less than 20,1,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
19223,8557,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,self employed,Sales,White alone,Male,high
19224,11943,25-29,2,Never married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
19225,5925,50-59,5,Married,40-49,3,"Started College, No Diploma",6,governmental,Healthcare/Medical Services,White alone,Female,low
19226,12722,Older than 70,7,Married,Less than 20,1,"Started College, No Diploma",6,self employed,Construction/Extraction,White alone,Male,low
19227,21925,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Male,low
19228,20105,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
19229,12772,25-29,2,Never married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,Black or African American alone,Male,low
19230,6608,60-69,6,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Counseling/Mental Health Services,Black or African American alone,Male,low
19231,20373,50-59,5,Separated,20-39,2,Bachelor Degree,8,governmental,Transport,White alone,Male,low
19232,11956,40-49,4,Married,Less than 20,1,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Female,low
19233,20372,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Education,White alone,Female,high
19234,22034,50-59,5,Married,20-39,2,Associate Degree,7,private,Counseling/Mental Health Services,White alone,Female,low
19235,5236,30-39,3,Married,40-49,3,Bachelor Degree,8,governmental,Counseling/Mental Health Services,Black or African American alone,Male,high
19236,872,30-39,3,Separated,40-49,3,High School or GED Diploma,5,self employed,Service/Hospitality,White alone,Female,low
19237,935,60-69,6,Married,More than 50,4,"Started College, No Diploma",6,governmental,Office/Administrative Support,White alone,Female,low
19238,291,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Male,low
19239,2263,40-49,4,Married,20-39,2,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
19240,18317,50-59,5,Married,40-49,3,High School or GED Diploma,5,governmental,Management/Business,White alone,Male,high
19241,15901,40-49,4,Married,More than 50,4,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,high
19242,13891,40-49,4,Married,Less than 20,1,Bachelor Degree,8,private,Education,White alone,Female,low
19243,14666,50-59,5,Separated,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Female,low
19244,9696,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
19245,2444,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Sales,Black or African American alone,Male,low
19246,16311,30-39,3,Married,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Male,low
19247,17312,60-69,6,Married,40-49,3,"Started College, No Diploma",6,private,Management/Business,White alone,Female,high
19248,19839,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,Black or African American alone,Female,high
19249,12054,40-49,4,Married,40-49,3,Associate Degree,7,private,Production/Assembly,White alone,Male,low
19250,4377,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,governmental,Education,White alone,Female,low
19251,3994,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Office/Administrative Support,Black or African American alone,Female,low
19252,11193,Younger than 25,1,Never married,Less than 20,1,Associate Degree,7,private,Sales,White alone,Male,low
19253,14137,50-59,5,Married,40-49,3,Bachelor Degree,8,governmental,Entertainment,White alone,Male,high
19254,9770,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,low
19255,4435,Older than 70,7,Married,40-49,3,"Started High School, No Diploma",4,private,"Science, Engineering, Technology",White alone,Male,high
19256,17281,25-29,2,Never married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
19257,19932,50-59,5,Married,More than 50,4,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,high
19259,724,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Construction/Extraction,White alone,Male,low
19260,13355,40-49,4,Separated,Less than 20,1,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
19261,10110,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Management/Business,White alone,Female,high
19262,19903,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
19263,5252,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Male,low
19265,8398,60-69,6,Never married,Less than 20,1,Bachelor Degree,8,private,Finance/Accounting,Black or African American alone,Female,low
19266,21289,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Sales,White alone,Female,low
19267,11179,60-69,6,Married,40-49,3,"Started High School, No Diploma",4,private,Management/Business,White alone,Male,low
19268,8261,50-59,5,Separated,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Male,high
19269,1571,60-69,6,Married,40-49,3,"Started College, No Diploma",6,self employed,Construction/Extraction,White alone,Male,low
19270,992,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Female,low
19271,3373,60-69,6,Married,40-49,3,"Started College, No Diploma",6,private,Management/Business,White alone,Male,high
19272,14219,30-39,3,Separated,More than 50,4,High School or GED Diploma,5,self employed,Repair/Maintenance,White alone,Male,high
19273,18550,50-59,5,Married,More than 50,4,High School or GED Diploma,5,self employed,Transport,White alone,Male,high
19274,21163,30-39,3,Married,20-39,2,"Started College, No Diploma",6,self employed,Service/Hospitality,White alone,Female,low
19275,5315,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,governmental,Protective Services,White alone,Male,high
19276,21474,50-59,5,Separated,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,Black or African American alone,Male,low
19278,9050,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Female,low
19279,12934,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
19280,8036,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,governmental,"Science, Engineering, Technology",White alone,Male,low
19281,6133,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Transport,Black or African American alone,Male,low
19282,18708,Older than 70,7,Widowed,More than 50,4,Master or other Degree Beyond Bachelor,9,self employed,Management/Business,Black or African American alone,Female,high
19283,9550,25-29,2,Never married,20-39,2,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Female,low
19284,14456,Older than 70,7,Married,Less than 20,1,High School or GED Diploma,5,self employed,Sales,White alone,Male,low
19285,7729,Younger than 25,1,Never married,20-39,2,Associate Degree,7,private,Service/Hospitality,Black or African American alone,Male,low
19286,19295,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
19287,15308,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,private,Counseling/Mental Health Services,Black or African American alone,Female,high
19288,4675,60-69,6,Married,20-39,2,"Started College, No Diploma",6,self employed,Construction/Extraction,Black or African American alone,Male,high
19289,9000,30-39,3,Married,20-39,2,"Started College, No Diploma",6,governmental,Education,White alone,Female,low
19290,14529,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
19291,3902,50-59,5,Married,More than 50,4,Bachelor Degree,8,private,Sales,White alone,Female,low
19292,613,50-59,5,Separated,40-49,3,"Started College, No Diploma",6,private,Construction/Extraction,White alone,Male,low
19293,18474,50-59,5,Never married,40-49,3,Bachelor Degree,8,governmental,Education,Black or African American alone,Female,high
19294,13892,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,high
19295,17103,25-29,2,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,Black or African American alone,Female,low
19296,16076,50-59,5,Separated,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Female,low
19297,15505,Younger than 25,1,Never married,More than 50,4,High School or GED Diploma,5,private,Transport,White alone,Male,low
19298,9447,40-49,4,Married,40-49,3,Bachelor Degree,8,governmental,Counseling/Mental Health Services,White alone,Female,high
19299,10346,30-39,3,Widowed,40-49,3,"Started High School, No Diploma",4,private,Healthcare/Medical Services,White alone,Female,low
19301,11064,40-49,4,Married,40-49,3,"Started College, No Diploma",6,self employed,Construction/Extraction,White alone,Male,high
19302,6397,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Female,low
19303,9710,40-49,4,Married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
19304,2183,60-69,6,Married,Less than 20,1,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Female,low
19305,7447,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Female,low
19306,6761,30-39,3,Married,40-49,3,Doctorate Degree,10,private,Education,White alone,Female,low
19307,8762,60-69,6,Married,More than 50,4,Associate Degree,7,private,Management/Business,White alone,Female,high
19308,13688,40-49,4,Married,20-39,2,"Started College, No Diploma",6,governmental,Office/Administrative Support,White alone,Female,low
19309,8338,40-49,4,Married,20-39,2,Bachelor Degree,8,private,Management/Business,White alone,Male,high
19310,2802,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,self employed,Service/Hospitality,White alone,Female,high
19311,9028,25-29,2,Married,40-49,3,Associate Degree,7,governmental,Office/Administrative Support,White alone,Female,low
19312,14058,50-59,5,Separated,20-39,2,"Started College, No Diploma",6,self employed,Service/Hospitality,White alone,Female,low
19313,15383,40-49,4,Never married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Female,low
19314,15307,40-49,4,Married,More than 50,4,Middle School,3,private,Transport,White alone,Male,high
19315,16929,30-39,3,Separated,20-39,2,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Female,low
19316,10601,50-59,5,Married,More than 50,4,Bachelor Degree,8,private,Management/Business,White alone,Male,high
19317,3209,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Male,high
19318,55,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
19319,429,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,governmental,Office/Administrative Support,Black or African American alone,Female,low
19320,21719,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Education,White alone,Female,low
19321,18363,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
19322,20363,50-59,5,Married,40-49,3,High School or GED Diploma,5,self employed,Repair/Maintenance,Black or African American alone,Male,high
19323,2216,25-29,2,Never married,20-39,2,High School or GED Diploma,5,private,Construction/Extraction,Black or African American alone,Male,low
19324,268,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
19325,2262,60-69,6,Separated,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Male,low
19326,16401,Younger than 25,1,Never married,20-39,2,Bachelor Degree,8,governmental,Education,White alone,Male,low
19327,6717,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Service/Hospitality,Black or African American alone,Female,low
19328,9343,Older than 70,7,Widowed,20-39,2,High School or GED Diploma,5,private,Protective Services,White alone,Male,high
19329,4874,30-39,3,Married,40-49,3,"Started High School, No Diploma",4,private,Management/Business,White alone,Male,low
19330,14563,25-29,2,Separated,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,high
19331,4739,50-59,5,Separated,40-49,3,"Started College, No Diploma",6,governmental,Management/Business,Black or African American alone,Female,high
19332,17888,50-59,5,Married,20-39,2,High School or GED Diploma,5,private,Transport,White alone,Female,low
19333,14313,30-39,3,Married,20-39,2,"Started High School, No Diploma",4,private,Production/Assembly,Black or African American alone,Male,low
19334,13490,60-69,6,Separated,40-49,3,Associate Degree,7,governmental,Finance/Accounting,White alone,Female,low
19335,3535,60-69,6,Widowed,20-39,2,"Started High School, No Diploma",4,private,Production/Assembly,White alone,Female,high
19336,2160,25-29,2,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
19337,15346,50-59,5,Separated,40-49,3,"Started High School, No Diploma",4,private,Repair/Maintenance,Black or African American alone,Male,low
19338,15015,50-59,5,Married,20-39,2,Bachelor Degree,8,governmental,Office/Administrative Support,White alone,Female,low
19339,17936,50-59,5,Married,40-49,3,Doctorate Degree,10,self employed,Education,White alone,Male,high
19340,76,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Sales,White alone,Female,low
19341,8191,25-29,2,Never married,More than 50,4,"Started High School, No Diploma",4,self employed,Service/Hospitality,White alone,Male,high
19342,4998,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Male,low
19343,20391,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Female,low
19344,15653,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,"Science, Engineering, Technology",White alone,Male,high
19345,15028,40-49,4,Never married,40-49,3,Bachelor Degree,8,private,Production/Assembly,White alone,Male,low
19346,14871,40-49,4,Married,More than 50,4,"Started College, No Diploma",6,private,Construction/Extraction,White alone,Male,high
19347,20392,60-69,6,Married,40-49,3,Associate Degree,7,private,Repair/Maintenance,White alone,Male,high
19348,17463,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Management/Business,White alone,Male,high
19349,7274,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,Black or African American alone,Male,low
19350,4943,50-59,5,Separated,40-49,3,Bachelor Degree,8,private,Finance/Accounting,White alone,Female,high
19351,8974,60-69,6,Separated,40-49,3,"Started College, No Diploma",6,governmental,Healthcare/Medical Services,Black or African American alone,Female,low
19352,21577,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Male,high
19353,21484,Older than 70,7,Widowed,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
19354,21123,Younger than 25,1,Never married,20-39,2,"Started High School, No Diploma",4,private,Education,White alone,Male,low
19355,9673,Younger than 25,1,Never married,40-49,3,Bachelor Degree,8,governmental,Education,White alone,Female,low
19356,3513,50-59,5,Married,40-49,3,"Started College, No Diploma",6,self employed,Sales,White alone,Female,low
19357,12730,50-59,5,Married,40-49,3,"Started College, No Diploma",6,self employed,Counseling/Mental Health Services,White alone,Male,high
19358,8147,30-39,3,Never married,More than 50,4,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
19359,6767,Younger than 25,1,Never married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
19360,16512,50-59,5,Married,More than 50,4,High School or GED Diploma,5,private,Management/Business,White alone,Male,high
19361,1669,40-49,4,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
19363,7921,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Male,low
19364,4330,50-59,5,Separated,40-49,3,Master or other Degree Beyond Bachelor,9,private,Management/Business,White alone,Female,high
